Austria, Live births by birth cohort, age and birth order (horizontal parallelograms, age in completed years (ACY))
Last modified: 05/08/2021
Cohort  Age        Total          B1          B2          B3          B4         B5p
1968     53            .           .           .           .           .           .
1968     54            .           .           .           .           .           .
1968     55+           .           .           .           .           .           .
1969     12-           .           .           .           .           .           .
1969     13            .           .           .           .           .           .
1969     14            .           .           .           .           .           .
1969     15        94.00       93.00        1.00        0.00        0.00        0.00
1969     16       385.00      377.00        7.00        1.00        0.00        0.00
1969     17       997.00      950.00       46.00        1.00        0.00        0.00
1969     18      1839.00     1687.00      142.00        9.00        1.00        0.00
1969     19      2914.00     2535.00      358.00       21.00        0.00        0.00
1969     20      3880.00     3112.00      694.00       71.00        2.00        1.00
1969     21      4811.00     3477.00     1184.00      135.00       13.00        2.00
1969     22      5621.00     3668.00     1687.00      231.00       34.00        1.00
1969     23      6353.00     3801.00     2154.00      331.00       56.00       11.00
1969     24      6740.00     3606.00     2547.00      482.00       89.00       16.00
1969     25      6918.00     3603.00     2611.00      576.00       97.00       31.00
1969     26      7067.00     3401.00     2803.00      676.00      148.00       39.00
1969     27      7089.00     3255.00     2838.00      774.00      165.00       57.00
1969     28      6476.00     2720.00     2744.00      813.00      157.00       42.00
1969     29      6062.00     2500.00     2468.00      831.00      206.00       57.00
1969     30      5622.00     2142.00     2414.00      803.00      206.00       57.00
1969     31      5241.00     1903.00     2177.00      855.00      237.00       69.00
1969     32      4684.00     1624.00     1921.00      820.00      228.00       91.00
1969     33      4248.00     1335.00     1750.00      819.00      255.00       89.00
1969     34      3871.00     1240.00     1547.00      780.00      217.00       87.00
1969     35      3410.00     1035.00     1297.00      732.00      240.00      106.00
1969     36      2859.00      846.00     1104.00      576.00      221.00      112.00
1969     37      2367.00      721.00      825.00      510.00      211.00      100.00
1969     38      1790.00      470.00      644.00      442.00      143.00       91.00
1969     39      1493.00      390.00      519.00      343.00      139.00      102.00
1969     40      1142.00      313.00      387.00      257.00      114.00       71.00
1969     41       753.00      213.00      232.00      175.00       75.00       58.00
1969     42       490.00      128.00      144.00      106.00       63.00       49.00
1969     43       316.00       82.00       99.00       64.00       45.00       26.00
1969     44       169.00       46.00       52.00       35.00       21.00       15.00
1969     45        76.00       30.00       19.00       13.00        5.00        9.00
1969     46        54.00       20.00       16.00       14.00        2.00        2.00
1969     47        24.00       13.00        7.00        1.00        2.00        1.00
1969     48        24.00       10.00        6.00        3.00        2.00        3.00
1969     49         7.00        3.00        2.00        2.00        0.00        0.00
1969     50            .           .           .           .           .           .
1969     51            .           .           .           .           .           .
1969     52            .           .           .           .           .           .
1969     53            .           .           .           .           .           .
1969     54            .           .           .           .           .           .
1969     55+           .           .           .           .           .           .
1970     12-           .           .           .           .           .           .
1970     13            .           .           .           .           .           .
1970     14        16.00       16.00        0.00        0.00        0.00        0.00
1970     15        82.00       76.00        6.00        0.00        0.00        0.00
1970     16       316.00      306.00       10.00        0.00        0.00        0.00
1970     17       819.00      773.00       43.00        3.00        0.00        0.00
1970     18      1608.00     1469.00      136.00        3.00        0.00        0.00
1970     19      2650.00     2293.00      333.00       22.00        2.00        0.00
1970     20      3627.00     2911.00      652.00       63.00        1.00        0.00
1970     21      4488.00     3319.00     1044.00      115.00       10.00        0.00
1970     22      5366.00     3473.00     1628.00      235.00       25.00        5.00
1970     23      5745.00     3426.00     1956.00      314.00       45.00        4.00
1970     24      6026.00     3292.00     2245.00      417.00       61.00       11.00
1970     25      6320.00     3239.00     2469.00      522.00       74.00       16.00
1970     26      6466.00     3205.00     2482.00      633.00      124.00       22.00
1970     27      6271.00     2908.00     2548.00      657.00      130.00       28.00
1970     28      5853.00     2507.00     2429.00      732.00      144.00       41.00
1970     29      5838.00     2420.00     2361.00      799.00      210.00       48.00
1970     30      5418.00     2065.00     2261.00      829.00      201.00       62.00
1970     31      5095.00     1845.00     2144.00      801.00      240.00       65.00
1970     32      4773.00     1671.00     1934.00      867.00      224.00       77.00
1970     33      4014.00     1289.00     1637.00      776.00      217.00       95.00
1970     34      3798.00     1160.00     1540.00      730.00      266.00      102.00
1970     35      3352.00     1038.00     1254.00      716.00      234.00      110.00
1970     36      2804.00      854.00     1024.00      602.00      213.00      111.00
1970     37      2406.00      693.00      873.00      533.00      199.00      108.00
1970     38      1913.00      526.00      671.00      422.00      193.00      101.00
1970     39      1436.00      436.00      511.00      292.00      129.00       68.00
1970     40      1156.00      359.00      393.00      241.00      105.00       58.00
1970     41       698.00      193.00      220.00      163.00       69.00       53.00
1970     42       528.00      140.00      167.00      104.00       57.00       60.00
1970     43       285.00       85.00       84.00       52.00       30.00       34.00
1970     44       165.00       42.00       59.00       34.00       16.00       14.00
1970     45       100.00       32.00       34.00       19.00        6.00        9.00
1970     46        49.00       17.00       11.00        8.00        6.00        7.00
1970     47        30.00       13.00        6.00        5.00        1.00        5.00
1970     48        20.00        8.00        6.00        1.00        2.00        3.00
1970     49            .           .           .           .           .           .
1970     50            .           .           .           .           .           .
1970     51            .           .           .           .           .           .
1970     52            .           .           .           .           .           .
1970     53            .           .           .           .           .           .
1970     54            .           .           .           .           .           .
1970     55+           .           .           .           .           .           .
1971     12-           .           .           .           .           .           .
1971     13         2.00        2.00        0.00        0.00        0.00        0.00
1971     14        16.00       15.00        1.00        0.00        0.00        0.00
1971     15        77.00       75.00        2.00        0.00        0.00        0.00
1971     16       333.00      319.00       14.00        0.00        0.00        0.00
1971     17       850.00      785.00       59.00        6.00        0.00        0.00
1971     18      1543.00     1415.00      121.00        6.00        1.00        0.00
1971     19      2558.00     2203.00      324.00       29.00        2.00        0.00
1971     20      3695.00     2944.00      683.00       63.00        4.00        1.00
1971     21      4384.00     3152.00     1093.00      129.00       10.00        0.00
1971     22      4928.00     3171.00     1507.00      218.00       30.00        2.00
1971     23      5320.00     3099.00     1882.00      295.00       37.00        7.00
1971     24      5725.00     3068.00     2158.00      423.00       66.00       10.00
1971     25      6182.00     3274.00     2329.00      469.00       88.00       22.00
1971     26      6037.00     2919.00     2373.00      615.00      104.00       26.00
1971     27      5911.00     2752.00     2352.00      636.00      137.00       34.00
1971     28      5781.00     2505.00     2343.00      713.00      168.00       52.00
1971     29      5628.00     2356.00     2294.00      762.00      167.00       49.00
1971     30      5409.00     2190.00     2173.00      765.00      210.00       71.00
1971     31      5111.00     1928.00     2047.00      841.00      229.00       66.00
1971     32      4695.00     1623.00     1964.00      788.00      225.00       95.00
1971     33      4370.00     1417.00     1767.00      821.00      260.00      105.00
1971     34      3903.00     1256.00     1537.00      783.00      241.00       86.00
1971     35      3317.00     1050.00     1258.00      675.00      211.00      123.00
1971     36      3017.00      910.00     1144.00      612.00      233.00      118.00
1971     37      2389.00      673.00      902.00      520.00      192.00      102.00
1971     38      1986.00      626.00      701.00      393.00      174.00       92.00
1971     39      1563.00      467.00      539.00      329.00      148.00       80.00
1971     40      1273.00      383.00      445.00      252.00      122.00       71.00
1971     41       779.00      245.00      250.00      172.00       75.00       37.00
1971     42       521.00      165.00      171.00       99.00       47.00       39.00
1971     43       268.00       73.00       83.00       65.00       28.00       19.00
1971     44       194.00       62.00       56.00       32.00       18.00       26.00
1971     45        86.00       34.00       25.00       14.00        7.00        6.00
1971     46        67.00       22.00       22.00        9.00        7.00        7.00
1971     47        26.00       11.00        7.00        5.00        1.00        2.00
1971     48            .           .           .           .           .           .
1971     49            .           .           .           .           .           .
1971     50            .           .           .           .           .           .
1971     51            .           .           .           .           .           .
1971     52            .           .           .           .           .           .
1971     53            .           .           .           .           .           .
1971     54            .           .           .           .           .           .
1971     55+           .           .           .           .           .           .
1972     12-        0.00        0.00        0.00        0.00        0.00        0.00
1972     13         2.00        2.00        0.00        0.00        0.00        0.00
1972     14        11.00       11.00        0.00        0.00        0.00        0.00
1972     15        92.00       90.00        2.00        0.00        0.00        0.00
1972     16       338.00      324.00       12.00        2.00        0.00        0.00
1972     17       842.00      780.00       60.00        2.00        0.00        0.00
1972     18      1641.00     1467.00      158.00       13.00        3.00        0.00
1972     19      2660.00     2272.00      358.00       28.00        2.00        0.00
1972     20      3557.00     2763.00      711.00       75.00        5.00        3.00
1972     21      4199.00     2945.00     1093.00      140.00       20.00        1.00
1972     22      4426.00     2764.00     1412.00      216.00       28.00        6.00
1972     23      4854.00     2800.00     1728.00      269.00       45.00       12.00
1972     24      5369.00     2980.00     1914.00      399.00       63.00       13.00
1972     25      5510.00     2857.00     2058.00      483.00       86.00       26.00
1972     26      5689.00     2778.00     2192.00      589.00      108.00       22.00
1972     27      5762.00     2750.00     2205.00      639.00      146.00       22.00
1972     28      5530.00     2396.00     2284.00      653.00      149.00       48.00
1972     29      5536.00     2290.00     2255.00      746.00      178.00       67.00
1972     30      5543.00     2209.00     2187.00      854.00      217.00       76.00
1972     31      5186.00     1942.00     2063.00      856.00      250.00       75.00
1972     32      4754.00     1640.00     1909.00      845.00      267.00       93.00
1972     33      4443.00     1479.00     1770.00      827.00      263.00      104.00
1972     34      3884.00     1269.00     1536.00      709.00      259.00      111.00
1972     35      3309.00     1057.00     1287.00      620.00      228.00      117.00
1972     36      2878.00      884.00     1053.00      615.00      201.00      125.00
1972     37      2497.00      723.00      927.00      524.00      200.00      123.00
1972     38      2085.00      627.00      755.00      425.00      184.00       94.00
1972     39      1598.00      475.00      585.00      307.00      139.00       92.00
1972     40      1195.00      350.00      420.00      237.00      112.00       76.00
1972     41       817.00      227.00      304.00      165.00       64.00       57.00
1972     42       513.00      155.00      161.00      110.00       41.00       46.00
1972     43       335.00       99.00       96.00       64.00       41.00       35.00
1972     44       168.00       51.00       57.00       21.00       19.00       20.00
1972     45       110.00       42.00       30.00       15.00        6.00       17.00
1972     46        66.00       31.00       15.00       14.00        2.00        4.00
1972     47            .           .           .           .           .           .
1972     48            .           .           .           .           .           .
1972     49            .           .           .           .           .           .
1972     50            .           .           .           .           .           .
1972     51            .           .           .           .           .           .
1972     52            .           .           .           .           .           .
1972     53            .           .           .           .           .           .
1972     54            .           .           .           .           .           .
1972     55+           .           .           .           .           .           .
1973     12-        0.00        0.00        0.00        0.00        0.00        0.00
1973     13         5.00        5.00        0.00        0.00        0.00        0.00
1973     14        16.00       15.00        1.00        0.00        0.00        0.00
1973     15        75.00       72.00        3.00        0.00        0.00        0.00
1973     16       335.00      320.00       14.00        1.00        0.00        0.00
1973     17       860.00      791.00       64.00        5.00        0.00        0.00
1973     18      1575.00     1416.00      152.00        7.00        0.00        0.00
1973     19      2635.00     2200.00      398.00       35.00        2.00        0.00
1973     20      3178.00     2477.00      627.00       70.00        4.00        0.00
1973     21      3639.00     2524.00      973.00      127.00       14.00        1.00
1973     22      4066.00     2492.00     1335.00      201.00       35.00        3.00
1973     23      4498.00     2638.00     1555.00      269.00       30.00        6.00
1973     24      4663.00     2544.00     1709.00      342.00       59.00        9.00
1973     25      5019.00     2656.00     1838.00      433.00       73.00       19.00
1973     26      5227.00     2589.00     1993.00      522.00      107.00       16.00
1973     27      5298.00     2480.00     2110.00      551.00      120.00       37.00
1973     28      5290.00     2316.00     2063.00      721.00      150.00       40.00
1973     29      5364.00     2275.00     2106.00      753.00      174.00       56.00
1973     30      5302.00     2161.00     2155.00      734.00      178.00       74.00
1973     31      5076.00     1961.00     2035.00      767.00      229.00       84.00
1973     32      4695.00     1669.00     1917.00      813.00      224.00       72.00
1973     33      4113.00     1377.00     1670.00      712.00      250.00      104.00
1973     34      3779.00     1202.00     1517.00      722.00      232.00      106.00
1973     35      3392.00     1102.00     1294.00      677.00      212.00      107.00
1973     36      2964.00      963.00     1120.00      587.00      186.00      108.00
1973     37      2486.00      761.00      920.00      506.00      204.00       95.00
1973     38      2016.00      566.00      743.00      448.00      169.00       90.00
1973     39      1589.00      450.00      569.00      346.00      142.00       82.00
1973     40      1245.00      371.00      437.00      258.00      114.00       65.00
1973     41       816.00      231.00      277.00      159.00       91.00       58.00
1973     42       529.00      153.00      181.00      121.00       40.00       34.00
1973     43       316.00       99.00       93.00       60.00       35.00       29.00
1973     44       168.00       50.00       46.00       33.00       21.00       18.00
1973     45       108.00       33.00       30.00       17.00        9.00       19.00
1973     46            .           .           .           .           .           .
1973     47            .           .           .           .           .           .
1973     48            .           .           .           .           .           .
1973     49            .           .           .           .           .           .
1973     50            .           .           .           .           .           .
1973     51            .           .           .           .           .           .
1973     52            .           .           .           .           .           .
1973     53            .           .           .           .           .           .
1973     54            .           .           .           .           .           .
1973     55+           .           .           .           .           .           .
1974     12-        1.00        1.00        0.00        0.00        0.00        0.00
1974     13         1.00        1.00        0.00        0.00        0.00        0.00
1974     14        14.00       13.00        1.00        0.00        0.00        0.00
1974     15        83.00       81.00        2.00        0.00        0.00        0.00
1974     16       336.00      319.00       17.00        0.00        0.00        0.00
1974     17       889.00      828.00       59.00        2.00        0.00        0.00
1974     18      1527.00     1339.00      169.00       19.00        0.00        0.00
1974     19      2311.00     1948.00      339.00       23.00        1.00        0.00
1974     20      2877.00     2231.00      575.00       65.00        5.00        1.00
1974     21      3274.00     2293.00      841.00      124.00       16.00        0.00
1974     22      3880.00     2477.00     1206.00      168.00       22.00        7.00
1974     23      4175.00     2475.00     1403.00      254.00       37.00        6.00
1974     24      4533.00     2487.00     1623.00      347.00       65.00       11.00
1974     25      4863.00     2553.00     1748.00      468.00       76.00       18.00
1974     26      5079.00     2597.00     1913.00      439.00      111.00       19.00
1974     27      5210.00     2477.00     1998.00      564.00      124.00       47.00
1974     28      5453.00     2436.00     2188.00      656.00      131.00       42.00
1974     29      5528.00     2285.00     2241.00      739.00      204.00       59.00
1974     30      5331.00     2186.00     2073.00      792.00      210.00       70.00
1974     31      5130.00     2057.00     1994.00      771.00      222.00       86.00
1974     32      4835.00     1850.00     1873.00      781.00      223.00      108.00
1974     33      4370.00     1519.00     1749.00      752.00      251.00       99.00
1974     34      3966.00     1321.00     1630.00      674.00      242.00       99.00
1974     35      3574.00     1154.00     1479.00      651.00      197.00       93.00
1974     36      3049.00      977.00     1200.00      592.00      187.00       93.00
1974     37      2533.00      753.00      975.00      555.00      155.00       95.00
1974     38      2076.00      630.00      779.00      427.00      144.00       96.00
1974     39      1638.00      491.00      605.00      315.00      132.00       95.00
1974     40      1308.00      422.00      447.00      270.00      105.00       64.00
1974     41       850.00      253.00      287.00      176.00       75.00       59.00
1974     42       534.00      161.00      180.00       99.00       53.00       41.00
1974     43       342.00       99.00      111.00       59.00       37.00       36.00
1974     44       173.00       53.00       49.00       38.00       17.00       16.00
1974     45            .           .           .           .           .           .
1974     46            .           .           .           .           .           .
1974     47            .           .           .           .           .           .
1974     48            .           .           .           .           .           .
1974     49            .           .           .           .           .           .
1974     50            .           .           .           .           .           .
1974     51            .           .           .           .           .           .
1974     52            .           .           .           .           .           .
1974     53            .           .           .           .           .           .
1974     54            .           .           .           .           .           .
1974     55+           .           .           .           .           .           .
1975     12-        0.00        0.00        0.00        0.00        0.00        0.00
1975     13         2.00        2.00        0.00        0.00        0.00        0.00
1975     14        18.00       17.00        1.00        0.00        0.00        0.00
1975     15        85.00       81.00        4.00        0.00        0.00        0.00
1975     16       324.00      297.00       25.00        2.00        0.00        0.00
1975     17       821.00      746.00       70.00        5.00        0.00        0.00
1975     18      1376.00     1222.00      135.00       17.00        2.00        0.00
1975     19      2022.00     1726.00      268.00       26.00        2.00        0.00
1975     20      2612.00     2025.00      539.00       42.00        4.00        2.00
1975     21      3083.00     2194.00      794.00       82.00       12.00        1.00
1975     22      3419.00     2203.00     1045.00      149.00       20.00        2.00
1975     23      3822.00     2329.00     1235.00      226.00       29.00        3.00
1975     24      4293.00     2389.00     1529.00      321.00       45.00        9.00
1975     25      4478.00     2397.00     1628.00      374.00       70.00        9.00
1975     26      4784.00     2423.00     1739.00      505.00       88.00       29.00
1975     27      5156.00     2539.00     1910.00      541.00      138.00       28.00
1975     28      5224.00     2318.00     2078.00      648.00      143.00       37.00
1975     29      5335.00     2310.00     2084.00      694.00      187.00       60.00
1975     30      5177.00     2199.00     1987.00      739.00      198.00       54.00
1975     31      5050.00     2070.00     1972.00      703.00      238.00       67.00
1975     32      4621.00     1705.00     1877.00      728.00      223.00       88.00
1975     33      4299.00     1516.00     1746.00      747.00      201.00       89.00
1975     34      3919.00     1287.00     1637.00      686.00      193.00      116.00
1975     35      3547.00     1160.00     1367.00      687.00      219.00      114.00
1975     36      3095.00     1019.00     1192.00      556.00      216.00      112.00
1975     37      2515.00      829.00      979.00      444.00      177.00       86.00
1975     38      2063.00      610.00      797.00      416.00      150.00       90.00
1975     39      1681.00      489.00      660.00      316.00      132.00       84.00
1975     40      1332.00      444.00      453.00      263.00       99.00       73.00
1975     41       898.00      271.00      312.00      176.00       86.00       53.00
1975     42       564.00      156.00      177.00      120.00       51.00       60.00
1975     43       347.00       94.00      109.00       72.00       32.00       40.00
1975     44            .           .           .           .           .           .
1975     45            .           .           .           .           .           .
1975     46            .           .           .           .           .           .
1975     47            .           .           .           .           .           .
1975     48            .           .           .           .           .           .
1975     49            .           .           .           .           .           .
1975     50            .           .           .           .           .           .
1975     51            .           .           .           .           .           .
1975     52            .           .           .           .           .           .
1975     53            .           .           .           .           .           .
1975     54            .           .           .           .           .           .
1975     55+           .           .           .           .           .           .
1976     12-        0.00        0.00        0.00        0.00        0.00        0.00
1976     13         2.00        2.00        0.00        0.00        0.00        0.00
1976     14        17.00       16.00        1.00        0.00        0.00        0.00
1976     15        87.00       86.00        1.00        0.00        0.00        0.00
1976     16       296.00      279.00       16.00        1.00        0.00        0.00
1976     17       670.00      619.00       48.00        3.00        0.00        0.00
1976     18      1112.00      982.00      119.00       11.00        0.00        0.00
1976     19      1810.00     1545.00      236.00       28.00        1.00        0.00
1976     20      2295.00     1826.00      428.00       38.00        2.00        1.00
1976     21      2678.00     1893.00      688.00       89.00        7.00        1.00
1976     22      3111.00     2032.00      927.00      140.00       12.00        0.00
1976     23      3441.00     2055.00     1167.00      177.00       34.00        8.00
1976     24      3880.00     2227.00     1309.00      286.00       47.00       11.00
1976     25      4115.00     2187.00     1473.00      376.00       63.00       16.00
1976     26      4519.00     2315.00     1658.00      425.00       97.00       24.00
1976     27      4904.00     2413.00     1810.00      548.00      102.00       31.00
1976     28      4985.00     2294.00     1896.00      609.00      146.00       40.00
1976     29      5194.00     2313.00     1978.00      682.00      163.00       58.00
1976     30      5110.00     2222.00     1981.00      666.00      190.00       51.00
1976     31      4910.00     2003.00     1900.00      731.00      184.00       92.00
1976     32      4528.00     1732.00     1798.00      705.00      201.00       92.00
1976     33      4223.00     1515.00     1684.00      703.00      212.00      109.00
1976     34      4057.00     1445.00     1651.00      645.00      211.00      105.00
1976     35      3533.00     1236.00     1412.00      602.00      192.00       91.00
1976     36      3072.00     1039.00     1206.00      548.00      180.00       99.00
1976     37      2557.00      809.00     1014.00      502.00      146.00       86.00
1976     38      2127.00      672.00      809.00      411.00      137.00       98.00
1976     39      1794.00      564.00      664.00      349.00      121.00       96.00
1976     40      1348.00      433.00      495.00      240.00      111.00       69.00
1976     41       861.00      234.00      307.00      174.00       85.00       61.00
1976     42       554.00      163.00      181.00      107.00       62.00       41.00
1976     43            .           .           .           .           .           .
1976     44            .           .           .           .           .           .
1976     45            .           .           .           .           .           .
1976     46            .           .           .           .           .           .
1976     47            .           .           .           .           .           .
1976     48            .           .           .           .           .           .
1976     49            .           .           .           .           .           .
1976     50            .           .           .           .           .           .
1976     51            .           .           .           .           .           .
1976     52            .           .           .           .           .           .
1976     53            .           .           .           .           .           .
1976     54            .           .           .           .           .           .
1976     55+           .           .           .           .           .           .
1977     12-        1.00        1.00        0.00        0.00        0.00        0.00
1977     13         1.00        1.00        0.00        0.00        0.00        0.00
1977     14        22.00       21.00        1.00        0.00        0.00        0.00
1977     15        76.00       74.00        2.00        0.00        0.00        0.00
1977     16       286.00      272.00       13.00        1.00        0.00        0.00
1977     17       610.00      567.00       39.00        3.00        0.00        1.00
1977     18      1027.00      905.00      111.00        9.00        2.00        0.00
1977     19      1721.00     1457.00      244.00       20.00        0.00        0.00
1977     20      2140.00     1683.00      414.00       35.00        8.00        0.00
1977     21      2584.00     1859.00      628.00       89.00        8.00        0.00
1977     22      3011.00     1948.00      906.00      141.00       13.00        3.00
1977     23      3326.00     2009.00     1120.00      170.00       21.00        6.00
1977     24      3664.00     2092.00     1242.00      265.00       51.00       14.00
1977     25      4215.00     2250.00     1538.00      344.00       72.00       11.00
1977     26      4411.00     2290.00     1589.00      417.00       96.00       19.00
1977     27      4869.00     2390.00     1768.00      550.00      131.00       30.00
1977     28      5044.00     2365.00     1911.00      602.00      122.00       44.00
1977     29      4938.00     2162.00     1897.00      657.00      166.00       56.00
1977     30      4989.00     2122.00     1949.00      658.00      190.00       70.00
1977     31      4743.00     1950.00     1843.00      701.00      177.00       72.00
1977     32      4661.00     1822.00     1881.00      678.00      188.00       92.00
1977     33      4429.00     1620.00     1830.00      689.00      193.00       97.00
1977     34      4024.00     1431.00     1614.00      691.00      198.00       90.00
1977     35      3556.00     1248.00     1399.00      609.00      204.00       96.00
1977     36      3179.00     1024.00     1258.00      589.00      202.00      106.00
1977     37      2724.00      846.00     1106.00      512.00      168.00       92.00
1977     38      2154.00      667.00      831.00      390.00      163.00      103.00
1977     39      1865.00      586.00      659.00      385.00      140.00       95.00
1977     40      1316.00      424.00      434.00      243.00      122.00       93.00
1977     41       883.00      261.00      277.00      187.00       89.00       69.00
1977     42            .           .           .           .           .           .
1977     43            .           .           .           .           .           .
1977     44            .           .           .           .           .           .
1977     45            .           .           .           .           .           .
1977     46            .           .           .           .           .           .
1977     47            .           .           .           .           .           .
1977     48            .           .           .           .           .           .
1977     49            .           .           .           .           .           .
1977     50            .           .           .           .           .           .
1977     51            .           .           .           .           .           .
1977     52            .           .           .           .           .           .
1977     53            .           .           .           .           .           .
1977     54            .           .           .           .           .           .
1977     55+           .           .           .           .           .           .
1978     12-        1.00        1.00        0.00        0.00        0.00        0.00
1978     13         2.00        2.00        0.00        0.00        0.00        0.00
1978     14        14.00       14.00        0.00        0.00        0.00        0.00
1978     15        71.00       70.00        1.00        0.00        0.00        0.00
1978     16       236.00      233.00        3.00        0.00        0.00        0.00
1978     17       549.00      514.00       34.00        1.00        0.00        0.00
1978     18       995.00      905.00       81.00        8.00        1.00        0.00
1978     19      1537.00     1346.00      181.00       10.00        0.00        0.00
1978     20      2103.00     1648.00      418.00       35.00        2.00        0.00
1978     21      2593.00     1854.00      637.00       92.00       10.00        0.00
1978     22      2906.00     1925.00      853.00      112.00       16.00        0.00
1978     23      3283.00     2003.00     1054.00      186.00       34.00        6.00
1978     24      3703.00     2118.00     1268.00      268.00       42.00        7.00
1978     25      4149.00     2266.00     1460.00      341.00       68.00       14.00
1978     26      4473.00     2353.00     1579.00      431.00       83.00       27.00
1978     27      4702.00     2296.00     1768.00      498.00      110.00       30.00
1978     28      4932.00     2339.00     1812.00      592.00      136.00       53.00
1978     29      5022.00     2249.00     1947.00      619.00      160.00       47.00
1978     30      4976.00     2152.00     1923.00      674.00      165.00       62.00
1978     31      5048.00     2045.00     2047.00      697.00      198.00       61.00
1978     32      4741.00     1851.00     1920.00      698.00      184.00       88.00
1978     33      4518.00     1730.00     1815.00      697.00      194.00       82.00
1978     34      4070.00     1520.00     1603.00      690.00      180.00       77.00
1978     35      3854.00     1361.00     1532.00      639.00      220.00      102.00
1978     36      3393.00     1128.00     1376.00      595.00      183.00      111.00
1978     37      2831.00      932.00     1127.00      490.00      184.00       98.00
1978     38      2326.00      696.00      924.00      439.00      167.00      100.00
1978     39      1782.00      554.00      676.00      318.00      133.00      101.00
1978     40      1396.00      422.00      481.00      313.00      100.00       80.00
1978     41            .           .           .           .           .           .
1978     42            .           .           .           .           .           .
1978     43            .           .           .           .           .           .
1978     44            .           .           .           .           .           .
1978     45            .           .           .           .           .           .
1978     46            .           .           .           .           .           .
1978     47            .           .           .           .           .           .
1978     48            .           .           .           .           .           .
1978     49            .           .           .           .           .           .
1978     50            .           .           .           .           .           .
1978     51            .           .           .           .           .           .
1978     52            .           .           .           .           .           .
1978     53            .           .           .           .           .           .
1978     54            .           .           .           .           .           .
1978     55+           .           .           .           .           .           .
1979     12-        0.00        0.00        0.00        0.00        0.00        0.00
1979     13         3.00        3.00        0.00        0.00        0.00        0.00
1979     14        15.00       15.00        0.00        0.00        0.00        0.00
1979     15        63.00       62.00        1.00        0.00        0.00        0.00
1979     16       210.00      203.00        7.00        0.00        0.00        0.00
1979     17       525.00      480.00       44.00        1.00        0.00        0.00
1979     18       902.00      820.00       79.00        3.00        0.00        0.00
1979     19      1569.00     1351.00      204.00       13.00        1.00        0.00
1979     20      2068.00     1660.00      378.00       28.00        2.00        0.00
1979     21      2438.00     1764.00      596.00       70.00        8.00        0.00
1979     22      2873.00     1914.00      813.00      136.00        9.00        1.00
1979     23      3144.00     1967.00      984.00      169.00       21.00        3.00
1979     24      3792.00     2147.00     1340.00      248.00       48.00        9.00
1979     25      4268.00     2318.00     1519.00      351.00       65.00       15.00
1979     26      4488.00     2308.00     1624.00      444.00       92.00       20.00
1979     27      4771.00     2334.00     1825.00      484.00       98.00       30.00
1979     28      5038.00     2317.00     1942.00      582.00      154.00       43.00
1979     29      5057.00     2348.00     1850.00      651.00      152.00       56.00
1979     30      5073.00     2292.00     1903.00      682.00      149.00       47.00
1979     31      5163.00     2195.00     1991.00      721.00      186.00       70.00
1979     32      4929.00     1996.00     1950.00      692.00      203.00       88.00
1979     33      4554.00     1777.00     1816.00      680.00      203.00       78.00
1979     34      4249.00     1554.00     1749.00      690.00      176.00       80.00
1979     35      3885.00     1377.00     1610.00      641.00      175.00       82.00
1979     36      3466.00     1205.00     1417.00      548.00      185.00      111.00
1979     37      2921.00      942.00     1116.00      535.00      217.00      111.00
1979     38      2409.00      768.00      917.00      451.00      170.00      103.00
1979     39      1917.00      616.00      692.00      376.00      140.00       93.00
1979     40            .           .           .           .           .           .
1979     41            .           .           .           .           .           .
1979     42            .           .           .           .           .           .
1979     43            .           .           .           .           .           .
1979     44            .           .           .           .           .           .
1979     45            .           .           .           .           .           .
1979     46            .           .           .           .           .           .
1979     47            .           .           .           .           .           .
1979     48            .           .           .           .           .           .
1979     49            .           .           .           .           .           .
1979     50            .           .           .           .           .           .
1979     51            .           .           .           .           .           .
1979     52            .           .           .           .           .           .
1979     53            .           .           .           .           .           .
1979     54            .           .           .           .           .           .
1979     55+           .           .           .           .           .           .
1980     12-        0.00        0.00        0.00        0.00        0.00        0.00
1980     13         5.00        5.00        0.00        0.00        0.00        0.00
1980     14        15.00       13.00        2.00        0.00        0.00        0.00
1980     15        52.00       50.00        2.00        0.00        0.00        0.00
1980     16       206.00      194.00       11.00        1.00        0.00        0.00
1980     17       499.00      468.00       28.00        2.00        1.00        0.00
1980     18       914.00      827.00       81.00        6.00        0.00        0.00
1980     19      1547.00     1359.00      180.00        6.00        2.00        0.00
1980     20      2063.00     1684.00      338.00       38.00        3.00        0.00
1980     21      2509.00     1835.00      596.00       72.00        5.00        1.00
1980     22      2942.00     2000.00      802.00      116.00       23.00        1.00
1980     23      3375.00     2094.00     1067.00      183.00       27.00        4.00
1980     24      3940.00     2279.00     1317.00      298.00       41.00        5.00
1980     25      4335.00     2401.00     1515.00      344.00       57.00       18.00
1980     26      4573.00     2412.00     1585.00      470.00       86.00       20.00
1980     27      4921.00     2472.00     1853.00      477.00       92.00       27.00
1980     28      5163.00     2564.00     1870.00      557.00      132.00       40.00
1980     29      5536.00     2567.00     2083.00      683.00      150.00       53.00
1980     30      5608.00     2578.00     2158.00      630.00      178.00       64.00
1980     31      5481.00     2422.00     2079.00      714.00      183.00       83.00
1980     32      5398.00     2204.00     2171.00      758.00      195.00       70.00
1980     33      5037.00     1935.00     2107.00      711.00      202.00       82.00
1980     34      4777.00     1824.00     1893.00      753.00      216.00       91.00
